title,checkin,checkout,reference,url,calificacion,precio,contains,ciudad
Habitación Mar,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/48111297?adults=2&previous_page_section_name=1000&federated_search_id=9e9bcb1c-069c-4aea-9229-929c671fdd19,,142286,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Aire acondicionado,Cocina,Wifi",San Andres
OPAA2,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/48698794?adults=2&previous_page_section_name=1000&federated_search_id=9e9bcb1c-069c-4aea-9229-929c671fdd19,,110000,"2 huéspedes,2 habitaciones,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Clau's Houses - Apartment/ Apartamento - San Luis,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/37051890?adults=2&previous_page_section_name=1000&federated_search_id=9e9bcb1c-069c-4aea-9229-929c671fdd19,"5.0,19",200000,"4 huéspedes,2 habitaciones,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Apartaestudio Cueva de Morgán,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/34142521?adults=2&previous_page_section_name=1000&federated_search_id=9e9bcb1c-069c-4aea-9229-929c671fdd19,"4.75,12",99738,"4 huéspedes,Estudio,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Tropical Breeze Aeropuerto Sea,2020-07-12,2020-07-19,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/31057337?adults=2&previous_page_section_name=1000&federated_search_id=9e9bcb1c-069c-4aea-9229-929c671fdd19,"4.87,53",136000,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Wifi",San Andres
APARTAMENTO FRENTE AL MAR SAN ANDRES,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/39528346?adults=2&previous_page_section_name=1000&federated_search_id=9e9bcb1c-069c-4aea-9229-929c671fdd19,"4.20,15",270000,"10 huéspedes,2 habitaciones,6 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
Di apartment,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/10114874?adults=2&previous_page_section_name=1000&federated_search_id=9e9bcb1c-069c-4aea-9229-929c671fdd19,"4.60,62",224286,"8 huéspedes,2 habitaciones,4 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
Apartaestudio entero cuatro huéspede frente al mar,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/38793402?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.08,24",106513,"4 huéspedes,1 habitación,6 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitación #3 Cómoda muy cerca al centro histórico,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/17122963?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.96,28",74559,"6 huéspedes,1 habitación,3 camas,1,5 baños,Wifi,Aire acondicionado,Cocina",Cartagena
Lindo Apartamento en Bocagrande Cartagena  1503,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/47151293?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.67,3",160000,"6 huéspedes,2 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Cool Studio 722A View Mar & Ships Walking Playa,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/31990473?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.50,16",92299,"4 huéspedes,Estudio,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Apartaest 2 cerca de la playa, centro y aeropuerto",2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/31352696?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.72,47",68488,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
8 HABITACIÓN CON ENCANTO EN GETSEMANÍ CASAEBANO967,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/24749464?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.33,6",95000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Piscina",Cartagena
APARTAMENTO NUEVO Y PRÓXIMO AL MAR,2020-07-12,2020-07-19,Apartamento entero en La Boquilla,https://www.airbnb.com.co/rooms/13028434?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"5.0,26",129839,"6 huéspedes,2 habitaciones,4 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
CASA CARTAGENERA,2020-07-12,2020-07-19,Casa de huéspedes entera en Cartagena,https://www.airbnb.com.co/rooms/48184317?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,,36571,"4 huéspedes,1 habitación,3 camas,1 baño,Wifi,Aire acondicionado",Cartagena
Super Luxury 1 BR Private Jacuzzi!,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/30300434?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.85,67",366723,"4 huéspedes,1 habitación,1 cama,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartastudio cerca al Centro histórico d Cartagena,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/40819675?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.78,9",36000,"2 huéspedes,1 habitación,2 camas,Medio baño,Wifi,Cocina",Cartagena
Diseño acogedor cerca al Centro Histórico,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/23592512?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"5.0,7",149118,"5 huéspedes,2 habitaciones,4 camas,3 baños,Wifi,Aire acondicionado,Cocina",Cartagena
HERMOSO APARTA ESTUDIO CON VISTA AL MAR.,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/42432967?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.74,19",132857,"4 huéspedes,Estudio,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Casa de la  Pilo, habitacion #3 - Getsemaní",2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/27962471?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.86,133",73571,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
PLAYA BLANCA SUITE FAMILIAR,2020-07-12,2020-07-19,Habitación de hostal en Cartagena de Indias,https://www.airbnb.com.co/rooms/38552502?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,,35504,"5 huéspedes,1 habitación,3 camas,1 baño,Aire acondicionado,Cocina",Cartagena
CARTAGENA CASA BOUTIQUE,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/48586773?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,,72000,"2 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Aire acondicionado,Cocina",Cartagena
Milano Cabrero,2020-07-12,2020-07-19,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/40352560?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,,140000,"4 huéspedes,2 habitaciones,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitación Bergamo,2020-07-12,2020-07-19,Habitación de hostal en Cartagena,https://www.airbnb.com.co/rooms/39176752?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"3.80,10",63571,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Espacio privado con AC cerca al mar,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/33336238?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.53,57",63908,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Espinal 18,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/45207390?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.83,6",60000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Buda House Chill Experience,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/47252026?adults=2&previous_page_section_name=1000&federated_search_id=1b8fdce3-5fb1-4b68-8b87-30d0145c8b28,"4.70,10",97900,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Piscina,Cocina",Cartagena
Tamarindo Inn Apartamento 102,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/38952867?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.95,21",256000,"6 huéspedes,2 habitaciones,3 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
Apartamentos Villa Real - Deluxe 412,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/17280180?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.13,15",198000,"7 huéspedes,3 habitaciones,5 camas,3,5 baños,Aire acondicionado,Cocina",San Andres
Peaceful and relaxing place,2020-07-12,2020-07-19,Apartamento entero en CO,https://www.airbnb.com.co/rooms/37372179?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"5.0,5",110000,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Hostel Rock house Habitacion triple,2020-07-12,2020-07-19,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/19890504?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.78,73",125000,"3 huéspedes,1 habitación,2 camas,1 baño,Cocina,Wifi",San Andres
Acogedora habitacion con balcon,2020-07-12,2020-07-19,Habitación privada en San Andres Islas,https://www.airbnb.com.co/rooms/38552323?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.85,13",137000,"4 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
CABAÑA DOBLE,2020-07-12,2020-07-19,Casa entera en San Andrés,https://www.airbnb.com.co/rooms/12275565?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.18,22",190000,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Roxi's Place - Apartamento,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/38259948?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.43,7",80000,"7 huéspedes,2 habitaciones,2 camas,1 baño compartido,Aire acondicionado,Cocina,Wifi",San Andres
Habitación Doble South Cay (5 mins de la playa),2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/41521150?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.83,6",200000,"2 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
Tamarindo Inn 201,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/39114612?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.92,12",265143,"6 huéspedes,2 habitaciones,2 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
HABITACION 103 San Martin,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/45712203?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,,100000,"4 huéspedes,1 habitación,3 camas,1 baño compartido,Aire acondicionado,Cocina,Wifi",San Andres
Mykonos Beach Sai 201,2020-07-12,2020-07-19,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/47053076?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,,147094,"4 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado",San Andres
Edificio Sea View apto 303b,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/40976587?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.50,4",260000,"6 huéspedes,1 habitación,5 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
habitación privada con vista al mar,2020-07-12,2020-07-19,Habitación de hotel boutique en CO,https://www.airbnb.com.co/rooms/48124408?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,,184286,"2 huéspedes,Estudio,1 cama,1 baño privado,Aire acondicionado",San Andres
Habitacion Familiar cerca de la playa,2020-07-12,2020-07-19,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/45987602?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,,130000,"8 huéspedes,2 habitaciones,8 camas,2 baños,Aire acondicionado,Wifi",San Andres
Apartamentos Villa Real - Marino 410,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/13512880?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.36,39",159000,"4 huéspedes,2 habitaciones,4 camas,1,5 baños,Aire acondicionado,Cocina",San Andres
San San Andrés Casa Vacacional 2 by BBBSAI,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/16383372?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.79,52",184929,"7 huéspedes,2 habitaciones,4 camas,2 baños,Aire acondicionado,Cocina,Wifi",San Andres
Casa San Miguel - Tranquilo lugar frente al mar.,2020-07-12,2020-07-19,Casa de campo entera en San Andrés,https://www.airbnb.com.co/rooms/27750457?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.90,10",142017,"3 huéspedes,1 habitación,1 cama,2 baños,Aire acondicionado,Cocina",San Andres
SUMMER HOUSE INN SAN ANDRÉS HAB 102,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/24575064?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.50,14",200000,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina",San Andres
Alojamiento/Habitación Doble+Cama Auxiliar(6),2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/5164220?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.30,20",100000,"3 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Hab. privada cerca a playa principal y aeropuerto,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/9175158?adults=2&previous_page_section_name=1000&federated_search_id=b7cf92d6-40b9-4147-9c08-3b85758c8c37,"4.75,151",130000,"4 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
"Luxurious Apartment 
29th Floor 
Fantastic View!",2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/36277632?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.99,82",273857,"4 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartamento 502 Laguito Cartagena,2020-07-12,2020-07-19,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/24285589?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.78,129",131143,"4 huéspedes,1 habitación,1 cama,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
APARTAMENTO MODERNO EN CARTAGENA CON VISTA AL MAR,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/27663315?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,,70000,"3 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
La Terraza de Estella. Habitación con cama doble.,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/41264595?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"5.0,3",52286,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado,Cocina",Cartagena
APARTAESTUDIO CARTAGENA DE INDIAS - AEROPUERTO,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/47077605?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.40,10",86000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
"OLD TOWN, PRIVATE BATHROOM, QUEEN BED, A/C, WIFI",2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/22749265?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.90,99",69482,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
Habitación Torino,2020-07-12,2020-07-19,Habitación de hostal en Cartagena,https://www.airbnb.com.co/rooms/39176571?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.50,10",62143,"2 huéspedes,1 habitación,0 camas,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
HOTEL BOSQUE DE LAS AMERICAS,2020-07-12,2020-07-19,Habitación privada en Provincia de Cartagena,https://www.airbnb.com.co/rooms/48721963?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,,40000,"5 huéspedes,5 habitaciones,5,5 baños,Wifi,Aire acondicionado",Cartagena
Cartagena con terraza cerca al mar completo 12,2020-07-12,2020-07-19,Apartamento entero en Cartagena ,https://www.airbnb.com.co/rooms/33225263?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"3.88,25",100000,"4 huéspedes,2 habitaciones,4 camas,1,5 baños,Aire acondicionado,Piscina,Cocina",Cartagena
"Apartaestudio - Piscina, Jacuzzi y Mar",2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48582243?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,,116000,"3 huéspedes,1 habitación,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Super Opción económica para estadía en CARTAGENA,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48064413?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,,50000,"4 huéspedes,2 habitaciones,3 camas,1,5 baños,Wifi,Cocina",Cartagena
1 BR Penthouse Beachfront Private Jacuzzi,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/33390630?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.70,54",391044,"4 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartamento Cartagena vista castillo San Felipe,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48728170?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,,80000,"4 huéspedes,2 habitaciones,4 camas,1 baño,Aire acondicionado,Piscina,Cocina",Cartagena
"Casa Pilo, habitación #2-Getsemaní",2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/28639081?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.72,65",54285,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado",Cartagena
Apto203 in Res. Compl. Beach and downtown nearby.,2020-07-12,2020-07-19,Apartamento entero en Provincia de Cartagena,https://www.airbnb.com.co/rooms/41100283?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.50,8",71009,"5 huéspedes,2 habitaciones,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Hollywood Beach Suite 307,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45527992?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,,139200,"3 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
HABITACIÓN PRIVADA. CENTRO HISTÓRICO (GETSEMANI ),2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/15357564?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.60,16",68143,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
APARTAMENTO CIELO MAR TROPICAL,2020-07-12,2020-07-19,Apartamento entero en CARTAGENA,https://www.airbnb.com.co/rooms/36753901?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.58,38",158300,"4 huéspedes,1 habitación,4 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Confortables habitaciones,2020-07-12,2020-07-19,Habitación en un apartamento con servicios incluidos en Cartagena,https://www.airbnb.com.co/rooms/48334756?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,,44800,"2 huéspedes,2 habitaciones,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Attractive studio apt in Histórico Building.,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45193819?adults=2&previous_page_section_name=1000&federated_search_id=5dd833b3-87db-4ced-82b6-e5947dd51df2,"4.92,24",130286,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Independent entrance ! Tiny room,2020-07-12,2020-07-19,Suite de invitados entera en Cartagena,https://www.airbnb.com.co/rooms/9758452?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"4.25,20",39055,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado",Cartagena
Apartasuite cerca del centro hostorico,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48239038?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,,126429,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Amazing Replublican Room in Soy Local Insignia 204,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/43815885?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"3.75,4",110000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Piscina",Cartagena
Amazing Replublican Room in Soy Local Insignia 206,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/43815927?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"4.93,14",118571,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Piscina",Cartagena
Sophia House,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/30763754?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"4.52,23",40373,"3 huéspedes,1 habitación,3 camas,1 baño,Wifi,Aire acondicionado",Cartagena
Cartagena Ocean Drive Paradise,2020-07-12,2020-07-19,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/45961070?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"4.93,28",210505,"6 huéspedes,2 habitaciones,4 camas,2,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Cartagena con terraza hamacas piscina y playa 6,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/33883723?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"4.13,24",90000,"4 huéspedes,2 habitaciones,1 cama,1 baño,Aire acondicionado,Piscina,Cocina",Cartagena
MARY MAR 301,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/35486034?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"4.92,59",99429,"5 huéspedes,2 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Habitación privada 🛀en boca grande con cama doble,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/40303344?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"5.0,16",89835,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Casa del Virrey Eslava  apartamento 129,2020-07-12,2020-07-19,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/45790144?adults=2&previous_page_section_name=1000&federated_search_id=40df78db-6c5c-4b9b-870c-ad468b8b4f70,"4.91,11",209286,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
